# SYNTHETIC weather assignment for LEAF tea crops -- NOT capture provenance.
# Dates are hashed from (image_file, box_idx), independently of class label.
image_file,box_idx,assigned_date,tmax,tmin,tmean,rh_am,rh_pm,rain_mm,rain_7d,rainless_days,sunshine_hours,vpd_kpa
543_jpg.rf.0e0442a742630b65997ca3df37e79171.jpg,2,2024-02-25,27.0,18.2,22.6,66.0,67.0,0.0,0.0,9.0,2.5,0.9186304839992325
54_jpg.rf.5fe58d30ddd3fde8be4700c1b6777b2f.jpg,0,2025-10-01,33.8,25.8,29.799999999999997,70.0,73.0,0.0,49.40000000000001,3.0,5.5,1.1954702941114408
552_jpg.rf.341af952d6d5a389dff1bb3949103272.jpg,0,2025-07-12,34.6,27.5,31.05,85.0,75.0,0.0,112.4,2.0,4.2,0.901079293255347
552_jpg.rf.341af952d6d5a389dff1bb3949103272.jpg,1,2024-09-21,35.2,27.8,31.5,72.0,65.0,0.0,172.4,4.0,8.4,1.4559517044530337
552_jpg.rf.341af952d6d5a389dff1bb3949103272.jpg,2,2025-12-31,22.0,9.3,15.65,84.0,49.5,0.0,0.0,62.0,3.4,0.5911961916776154
553_jpg.rf.5e62d47457d6dc9c7570fdb098bbd828.jpg,0,2025-09-24,32.5,24.0,28.25,84.0,73.0,76.2,151.60000000000002,0.0,5.5,0.8245900593175863
564_jpg.rf.97513e79386b4843de3f18f3099f62e1.jpg,0,2025-02-28,31.5,19.5,25.5,95.0,50.0,0.0,0.0,68.0,5.3,0.8974230703142334
564_jpg.rf.97513e79386b4843de3f18f3099f62e1.jpg,1,2024-08-23,31.8,27.5,29.65,92.0,92.0,30.2,117.0,0.0,0.0,0.3326899577062501
567_jpg.rf.f7b3a1d0e79660f7a3d78e295687f9c6.jpg,0,2026-07-21,32.2,24.0,28.1,85.0,75.0,113.4,148.60000000000002,0.0,0.0,0.7603990348845028
567_jpg.rf.f7b3a1d0e79660f7a3d78e295687f9c6.jpg,1,2025-06-24,34.6,26.8,30.700000000000003,73.5,65.0,0.2,53.2,4.0,2.8,1.3580519277478047
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,0,2025-03-06,31.2,18.0,24.6,51.0,42.0,0.0,0.0,74.0,0.4,1.6547985112945602
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,1,2024-06-12,39.0,26.4,32.7,76.0,80.0,0.0,4.2,1.0,8.0,1.08814613059283
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,2,2024-02-22,30.4,19.6,25.0,61.0,78.0,0.0,5.4,6.0,6.0,0.9661722038395886
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,3,2024-01-22,24.5,12.5,18.5,78.0,56.0,0.0,0.0,22.0,5.6,0.7028265100831129
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,4,2026-02-26,31.8,17.0,24.4,78.5,61.0,0.0,12.200000000000014,2.0,8.0,0.9245345775375703
569_jpg.rf.109573ff6acb2230cc240fb55864c56e.jpg,0,2026-03-24,34.2,21.5,27.85,78.0,54.5,0.0,2.900000000000014,7.0,6.5,1.2646267323822997
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,0,2026-08-22,34.5,26.5,30.5,88.0,73.5,0.0,18.40000000000004,3.0,5.2,0.8405087691965327
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,1,2024-07-31,32.0,26.6,29.3,88.0,83.0,0.0,213.0,1.0,0.0,0.5909691348353427
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,2,2025-11-19,29.0,16.0,22.5,73.0,65.0,0.0,0.0,20.0,7.6,0.8449321580476925
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,3,2025-04-19,35.0,21.8,28.4,67.0,48.0,1.4,11.4,1.0,7.8,1.6442670795247265
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,4,2026-01-11,25.0,11.0,18.0,63.0,27.0,0.0,0.0,73.0,7.6,1.135194061463267
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,5,2025-11-02,32.0,25.4,28.7,85.0,65.0,0.0,43.80000000000001,3.0,0.5,0.9841883757374309
588_jpg.rf.68d2b269703b3010763b920caa4ee89a.jpg,0,2024-05-17,38.8,27.4,33.099999999999994,71.0,53.0,0.0,43.2,5.0,6.4,1.9222039683031522
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,0,2024-07-07,34.0,25.8,29.9,85.0,64.0,0.0,52.8,1.0,8.0,1.0757910411152376
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,1,2024-06-07,38.2,26.0,32.1,68.0,53.0,0.0,17.4,2.0,9.2,1.8887755172637601
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,2,2024-05-15,37.0,25.5,31.25,72.0,58.0,0.0,114.7,3.0,8.2,1.5949258515989437
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,3,2024-06-19,37.0,27.8,32.4,73.0,63.0,0.0,11.0,3.0,0.0,1.5562595833769188
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,4,2026-01-16,24.8,10.5,17.65,55.0,54.0,0.0,0.0,78.0,7.8,0.9186461816290747
5_jpg.rf.e58495de274e2d8d4e62587e73db7f5e.jpg,0,2025-10-29,31.2,24.0,27.6,84.5,73.0,26.0,26.000000000000018,0.0,0.0,0.7847161665621147
5_jpg.rf.e58495de274e2d8d4e62587e73db7f5e.jpg,1,2026-04-06,34.8,20.6,27.7,72.0,49.0,12.4,39.20000000000002,0.0,6.0,1.4671893354698553
607_jpg.rf.6df1653afc50b9d0d1af8b62470adfec.jpg,0,2025-05-31,36.4,26.5,31.45,76.0,61.0,0.0,22.1,1.0,7.1,1.4518277532286115
607_jpg.rf.6df1653afc50b9d0d1af8b62470adfec.jpg,1,2024-07-16,33.0,27.2,30.1,85.0,81.0,4.8,32.599999999999994,0.0,3.8,0.7254687277719286
68_jpg.rf.e7294d4fac411371df3144a61bcacc0e.jpg,0,2026-03-18,33.4,22.0,27.7,69.0,54.5,0.0,23.200000000000017,1.0,7.6,1.4207592932081508
68_jpg.rf.e7294d4fac411371df3144a61bcacc0e.jpg,1,2024-04-19,41.5,24.6,33.05,37.0,35.0,0.0,0.0,24.0,8.8,3.2283343599383523
80_jpg.rf.57f0b5175a4aa0b217b5fa8f69962546.jpg,0,2025-08-29,32.0,25.2,28.6,88.0,73.5,10.0,55.0,0.0,1.0,0.7534467899958699
86_jpg.rf.0db4a80b5735c8cc23f6a4b239c632ae.jpg,0,2026-08-25,33.2,26.5,29.85,88.0,73.5,7.2,42.200000000000045,0.0,4.3,0.8097888694598219
94_jpg.rf.3c3b013186ee2eb6f11d63f9a9ccd690.jpg,0,2026-03-10,31.0,23.5,27.25,87.0,54.5,0.0,0.0,14.0,0.0,1.0582555140591638
IMG_0347_JPG_jpg.rf.de6c525446575a4ece45b125296856de.jpg,0,2024-10-24,29.0,23.0,26.0,95.0,95.0,0.6,28.4,5.0,0.0,0.16807199143012833
IMG_0347_JPG_jpg.rf.de6c525446575a4ece45b125296856de.jpg,1,2026-08-11,33.8,26.2,30.0,88.0,73.5,0.0,49.90000000000003,2.0,4.4,0.8167900238111101
IMG_0429_jpg.rf.51bfb43d724982812763f5dec8420dc2.jpg,0,2025-04-08,36.8,24.4,30.599999999999998,78.0,61.0,0.0,3.2,5.0,8.0,1.3393440437486228
IMG_07_jpeg.rf.4fade831d10a1f12ec2c0890dc0d2d82.jpg,0,2024-09-04,33.8,26.2,30.0,80.0,71.0,6.6,25.6,0.0,8.8,1.0395509393959583
IMG_07_jpeg.rf.4fade831d10a1f12ec2c0890dc0d2d82.jpg,1,2026-01-22,28.0,14.0,21.0,78.0,54.0,0.0,0.0,84.0,3.0,0.8455818350725022
IMG_0833_JPG_jpg.rf.323506f411908a12b2956e82d3e76af5.jpg,0,2024-12-08,27.0,14.8,20.9,75.0,45.0,0.0,0.0,8.0,7.8,0.9887080178490572
IMG_1201_JPG_jpg.rf.af2eb463b3b85ff988406b38b025840d.jpg,0,2025-01-22,29.2,13.4,21.3,81.0,50.0,0.0,0.0,31.0,8.0,0.8739557185291182
IMG_1401_JPG_jpg.rf.6658314bb01414540c2590a1d63bf9bd.jpg,0,2026-08-02,33.0,27.0,30.0,88.0,73.5,0.0,116.40000000000003,1.0,2.8,0.8167900238111101
IMG_1454_JPG_jpg.rf.893e68d7fbf9c73138ae08d3d8fbc948.jpg,0,2025-12-10,26.6,13.0,19.8,69.0,49.5,0.0,0.0,41.0,3.5,0.9411164616674941
IMG_1454_JPG_jpg.rf.893e68d7fbf9c73138ae08d3d8fbc948.jpg,1,2026-03-18,33.4,22.0,27.7,69.0,54.5,0.0,23.200000000000017,1.0,7.6,1.4207592932081508
IMG_1454_JPG_jpg.rf.893e68d7fbf9c73138ae08d3d8fbc948.jpg,2,2025-07-04,31.8,25.5,28.65,85.0,75.0,20.4,169.20000000000002,0.0,0.2,0.7850734131817235
IMG_1460_JPG_jpg.rf.b19cd97e2c8e2961a8c6cb1cb24352cc.jpg,0,2024-07-09,33.6,26.5,30.05,79.0,67.0,5.8,69.8,0.0,6.5,1.1489171967783742
IMG_1538_JPG_jpg.rf.d8f4443372807660075619ea2daabaeb.jpg,0,2024-06-13,38.4,26.6,32.5,73.0,71.0,0.0,4.2,2.0,8.0,1.3694181004705908
IMG_15_04_jpeg.rf.3511e3d889ff1f917bb7614d82030909.jpg,0,2024-04-24,41.2,25.2,33.2,34.0,44.0,0.0,0.0,29.0,9.5,3.1029804162372336
IMG_15_04_jpeg.rf.3511e3d889ff1f917bb7614d82030909.jpg,1,2024-04-01,39.5,24.5,32.0,55.0,47.0,0.0,2.8,6.0,8.0,2.329839944168288
IMG_15_04_jpeg.rf.3511e3d889ff1f917bb7614d82030909.jpg,2,2026-08-08,28.0,26.0,27.0,88.0,73.5,12.6,100.3,0.0,0.0,0.6863279838435878
IMG_15_09_jpeg.rf.70195fe0f70d0e2113a4ef47817bcf3b.jpg,0,2024-12-05,29.5,16.5,23.0,68.0,50.0,0.0,14.0,5.0,6.8,1.1518694251827983
IMG_15_09_jpeg.rf.70195fe0f70d0e2113a4ef47817bcf3b.jpg,1,2025-10-09,33.0,24.5,28.75,87.0,73.0,0.0,45.000000000000014,5.0,4.8,0.7896337341096519
IMG_15_09_jpeg.rf.70195fe0f70d0e2113a4ef47817bcf3b.jpg,2,2025-04-12,34.4,22.0,28.2,68.0,63.0,0.0,17.6,1.0,8.8,1.3193393462286473
IMG_15_14_jpeg.rf.cfdca06be6df3c7d49e3b3d98c935a05.jpg,0,2024-02-12,28.2,12.4,20.3,73.0,68.0,0.0,0.0,10.0,4.4,0.7027075044969864
IMG_15_18_jpeg.rf.68243cab6d57a72d821f06e2911aaca0.jpg,0,2024-10-25,27.0,23.0,25.0,100.0,95.0,88.0,92.2,0.0,0.0,0.07919444293767125
IMG_15_23_jpeg.rf.e208f698cca4e4d7f9e335b1b65d0a4d.jpg,0,2026-05-19,37.5,26.6,32.05,76.0,61.0,0.0,6.400000000000022,3.0,9.4,1.5019912733562202
IMG_15_23_jpeg.rf.e208f698cca4e4d7f9e335b1b65d0a4d.jpg,1,2026-01-26,28.5,13.2,20.85,78.0,54.0,0.0,0.0,88.0,7.0,0.8378222214446941
IMG_15_jpeg.rf.c98ad1c650db78340c2b48b38d12a775.jpg,0,2025-05-26,33.2,26.4,29.8,76.0,61.0,1.0,27.1,2.0,1.6,1.3213092724389606
IMG_20230612_152611_jpg.rf.dd2930ae2b4ae5eb6fe3bb3607deb274.jpg,0,2026-06-05,35.2,27.5,31.35,73.5,65.0,0.0,17.00000000000002,5.0,4.0,1.4092386145281184
IMG_20230612_154227_jpg.rf.8fce569a11cb951ac0ea8f8a9ed7656f.jpg,0,2025-03-15,36.2,23.8,30.0,80.0,40.0,0.0,0.0,83.0,6.85,1.6972260235036054
IMG_20230612_154227_jpg.rf.8fce569a11cb951ac0ea8f8a9ed7656f.jpg,1,2026-04-07,32.5,20.0,26.25,72.0,49.0,20.0,32.40000000000002,0.0,5.8,1.3475178927529032
IMG_20230612_154227_jpg.rf.8fce569a11cb951ac0ea8f8a9ed7656f.jpg,2,2025-05-29,32.0,26.0,29.0,76.0,61.0,1.4,15.5,1.0,1.8,1.2617884440270648
IMG_20230612_154227_jpg.rf.8fce569a11cb951ac0ea8f8a9ed7656f.jpg,3,2026-02-20,31.0,15.8,23.4,78.5,61.0,0.0,0.0,113.0,6.5,0.8706344111394042
IMG_20230612_154254_jpg.rf.bd8019f8d572ece99fa5851f3da90ae2.jpg,0,2026-02-02,28.6,15.4,22.0,82.0,61.0,0.0,0.0,95.0,8.2,0.7535203897800141
IMG_20230612_154300_jpg.rf.45f70ffc92df648a7f0524abf0f79c04.jpg,0,2025-08-22,28.0,24.0,26.0,88.0,73.5,38.5,70.8,0.0,2.95,0.6470771670059935
IMG_20230612_155121_jpg.rf.aaadda0aa5c2ccd9cbf388d08b29468b.jpg,0,2024-09-13,34.2,26.5,30.35,89.0,76.0,0.0,27.6,1.0,1.2,0.7575737074329588
IMG_20230612_155953_jpg.rf.06e23caa299d0f127db2c2dc845e7706.jpg,0,2025-05-23,34.8,26.0,30.4,76.0,61.0,0.0,20.6,1.0,7.6,1.3675380508636072
IMG_20230612_160342_jpg.rf.06208f8783b7758c2928e95c474627f9.jpg,0,2024-08-16,33.5,26.5,30.0,89.0,68.0,1.6,41.8,1.0,1.6,0.9122589876331877
IMG_20230612_160342_jpg.rf.06208f8783b7758c2928e95c474627f9.jpg,1,2025-07-09,30.8,22.4,26.6,85.0,75.0,34.0,128.8,0.0,0.0,0.6965045782911998
IMG_20230612_160945_jpg.rf.92ea29c0b5a59326062c2e1c1599240f.jpg,0,2026-03-09,31.6,22.5,27.05,81.0,54.5,0.0,0.0,13.0,2.5,1.1531993640883393
IMG_20230612_161120_jpg.rf.7e517fb0460f8edf4f1254c9aad638c2.jpg,0,2025-12-25,22.2,12.0,17.1,84.0,49.5,0.0,0.0,56.0,0.0,0.6483893849668813
IMG_20230612_161120_jpg.rf.7e517fb0460f8edf4f1254c9aad638c2.jpg,1,2025-09-30,35.0,26.0,30.5,84.0,73.0,0.0,125.6,2.0,9.0,0.9387500539078156
IMG_20230612_161606_jpg.rf.d8cf7baeaf657a78f4141fa562188d79.jpg,0,2024-01-11,24.8,12.5,18.65,78.0,63.0,0.0,0.0,11.0,0.0,0.6342111320276475
IMG_20230612_161957_jpg.rf.82a5a0c221c10529487b23b82dc12b8d.jpg,0,2025-06-14,37.0,27.0,32.0,73.5,65.0,0.0,0.0,10.0,4.7,1.4620934343505074
IMG_20230612_161957_jpg.rf.82a5a0c221c10529487b23b82dc12b8d.jpg,1,2026-06-12,34.0,26.8,30.4,73.5,65.0,0.0,50.40000000000002,1.0,7.0,1.3349776210811406
IMG_20230612_162542_jpg.rf.dccb0872097d9302a9b22456d1298a08.jpg,0,2024-01-02,23.8,12.5,18.15,78.0,74.0,0.0,0.0,2.0,7.5,0.5000486923700543
IMG_20230612_164136_jpg.rf.15ee0cf2ebeec7d9e5750b5c3a1e3fa0.jpg,0,2025-04-08,36.8,24.4,30.599999999999998,78.0,61.0,0.0,3.2,5.0,8.0,1.3393440437486228
IMG_20230612_164703_jpg.rf.5f92245e3a0fa9f85bbc6fd4c287ccaa.jpg,0,2024-06-24,36.8,27.6,32.2,76.0,55.0,2.2,6.599999999999999,3.0,8.0,1.6590281910157203
IMG_20230612_165931_jpg.rf.661f952e93cdd24a9fa87b7d23961a32.jpg,0,2026-05-10,34.0,22.4,28.2,76.0,61.0,0.0,21.60000000000002,5.0,6.3,1.2046141856870258
IMG_20230612_165931_jpg.rf.661f952e93cdd24a9fa87b7d23961a32.jpg,1,2024-02-22,30.4,19.6,25.0,61.0,78.0,0.0,5.4,6.0,6.0,0.9661722038395886
IMG_20230612_171506_jpg.rf.b1d41c10140869660bfa2bc3cb111dea.jpg,0,2025-05-18,36.5,26.2,31.35,76.0,61.0,0.8,49.99999999999999,5.0,3.4,1.443610288053194
IMG_20230612_171649_jpg.rf.2666aec2f144deb86b46990537e67e24.jpg,0,2026-07-10,30.2,23.5,26.85,85.0,75.0,77.0,142.60000000000002,0.0,0.0,0.7068169714063556
IMG_20230612_172416_jpg.rf.565a2055e84b173c6c06b5e48812951a.jpg,0,2026-07-08,33.2,26.2,29.700000000000003,85.0,75.0,0.6,80.80000000000004,1.0,1.0,0.8341194393299203
IMG_20230612_172840_jpg.rf.6265dc6eaa69bb36221ed890006f2f96.jpg,0,2025-05-08,38.0,25.0,31.5,76.0,61.0,0.0,24.999999999999996,1.0,7.8,1.4559517044530337
IMG_20230624_101122_jpg.rf.5eaec8974e8cc02272c1df4a2ac66ff5.jpg,0,2024-08-07,31.8,26.5,29.15,88.0,79.0,3.8,97.2,0.0,2.7,0.6666877196650856
IMG_20230624_101122_jpg.rf.8e32454ba74e53d7d28ef261055988d0.jpg,0,2024-02-15,29.0,17.5,23.25,84.0,60.0,0.0,0.0,13.0,2.1,0.7986161891431071
IMG_20230624_101122_jpg.rf.8e32454ba74e53d7d28ef261055988d0.jpg,1,2025-09-22,33.0,24.4,28.7,84.0,73.0,36.4,73.8,0.0,5.0,0.8464020031341905
IMG_20230624_101122_jpg.rf.8e32454ba74e53d7d28ef261055988d0.jpg,2,2025-01-31,29.5,19.5,24.5,96.0,62.0,0.0,0.0,40.0,1.4,0.6456763006851338
IMG_20230624_105052_jpg.rf.d9a21c29ee311de35cd9337b7db44d6d.jpg,0,2024-04-08,35.0,24.4,29.7,87.0,41.0,1.4,1.6,13.0,3.2,1.5014149907938568
IMG_20230624_162153_jpg.rf.3e5250cad55d240bf9234f830c0993f1.jpg,0,2026-03-07,32.0,21.6,26.8,96.0,54.5,0.0,0.0,11.0,5.4,0.8721205992204573
IMG_20230624_162157_jpg.rf.2b3bbe7b3e12094e390176d99e30400c.jpg,0,2026-02-18,30.5,14.5,22.5,57.0,61.0,0.0,0.0,111.0,8.5,1.1174909187082382
IMG_20230624_162956_jpg.rf.952142da0685803b28993c3d90e627b9.jpg,0,2026-03-26,33.8,22.8,28.299999999999997,73.0,54.5,0.0,2.900000000000014,9.0,7.6,1.3943422474908487
IMG_20230624_163513_jpg.rf.ad80359bd27f008d79ad83ac2a05ddbc.jpg,0,2024-11-17,29.0,15.5,22.25,73.0,41.0,0.0,0.0,20.0,8.8,1.1543299521301666
IMG_20230624_163929_jpg.rf.ef8b79d7a82a38b04450f127d302b540.jpg,0,2024-03-06,30.0,19.6,24.8,64.0,57.0,0.0,0.0,19.0,7.2,1.236442911628647
IMG_20230624_164326_jpg.rf.18c1a39ae9582263e248be3b595a226a.jpg,0,2024-06-19,37.0,27.8,32.4,73.0,63.0,0.0,11.0,3.0,0.0,1.5562595833769188
IMG_20250318_152151_jpg.rf.08b8e00fd0b43aad09c825e2f6c94db0.jpg,0,2025-11-09,30.0,18.5,24.25,73.0,65.0,0.0,0.0,10.0,9.5,0.9389859429619144
IMG_20250318_152151_jpg.rf.08b8e00fd0b43aad09c825e2f6c94db0.jpg,1,2025-06-21,34.6,25.8,30.200000000000003,73.5,65.0,0.0,59.400000000000006,1.0,2.8,1.3197847855637501
IMG_20250318_152151_jpg.rf.08b8e00fd0b43aad09c825e2f6c94db0.jpg,2,2024-01-25,22.2,12.5,17.35,78.0,88.0,0.0,0.0,25.0,0.6,0.33679182153875986
IMG_20250319_131043_jpg.rf.b14cc14c21ffb25cb98c53ef564ff797.jpg,0,2026-05-17,38.4,26.8,32.6,76.0,61.0,0.0,6.400000000000022,1.0,10.0,1.549290100735522
IMG_20250319_131043_jpg.rf.b14cc14c21ffb25cb98c53ef564ff797.jpg,1,2026-02-28,35.0,15.5,25.25,78.5,61.0,0.0,12.200000000000014,4.0,8.5,0.9726154032567967
IMG_20250319_131402_jpg.rf.c2a6dd321a59347ce12f462a1df72cf5.jpg,0,2024-03-30,36.0,27.2,31.6,78.0,70.0,0.0,2.8,4.0,6.2,1.2085709166966818
IMG_20250319_131402_jpg.rf.c2a6dd321a59347ce12f462a1df72cf5.jpg,1,2025-05-04,35.0,24.6,29.8,76.0,61.0,0.0,47.4,2.0,10.6,1.3213092724389606
IMG_20250319_132117_jpg.rf.b7cb89c2664d8aa24229a54e68bd5de9.jpg,0,2026-06-01,37.0,26.5,31.75,73.5,65.0,0.0,17.00000000000002,1.0,10.0,1.4415643803220113
IMG_20250320_150048_jpg.rf.3eddcee4af4eed354b79bf80183b559a.jpg,0,2026-04-14,36.0,25.0,30.5,72.0,49.0,0.0,46.80000000000002,4.0,9.2,1.72468033159808
IMG_20250320_150436_jpg.rf.ed5fdfdf2b35bef601f9197841881aac.jpg,0,2026-01-07,24.2,8.4,16.3,78.0,25.0,0.0,0.0,69.0,2.8,0.8989099848647835
IMG_20250320_150436_jpg.rf.ed5fdfdf2b35bef601f9197841881aac.jpg,1,2026-02-15,30.0,13.5,21.75,53.0,61.0,0.0,0.0,108.0,8.6,1.1196814487219988
IMG_20250320_150537_jpg.rf.ac683f270d74a2c76a9962a4972f999b.jpg,0,2025-05-11,40.5,26.8,33.65,76.0,61.0,0.0,6.199999999999997,4.0,9.2,1.643188915020538
IMG_20250320_150827_jpg.rf.926e156b3091e045b54d9711b242d416.jpg,0,2024-11-20,28.0,17.5,22.75,73.0,44.0,0.0,0.0,23.0,2.8,1.1484026657365236
IMG_20250320_150927_jpg.rf.3069b53a038a295e080acd10708ddff6.jpg,0,2025-06-21,34.6,25.8,30.200000000000003,73.5,65.0,0.0,59.400000000000006,1.0,2.8,1.3197847855637501
IMG_20250320_151108_jpg.rf.c76872ab6c054ff2cc17954f9474c4e3.jpg,0,2026-08-11,33.8,26.2,30.0,88.0,73.5,0.0,49.90000000000003,2.0,4.4,0.8167900238111101
IMG_20250320_151108_jpg.rf.c76872ab6c054ff2cc17954f9474c4e3.jpg,1,2026-03-01,35.0,19.5,27.25,64.0,54.5,0.0,12.200000000000014,5.0,6.0,1.4743217845439633
IMG_20250320_151422_jpg.rf.e83c35293eef3911ba86a21f0d8d1b5b.jpg,0,2024-09-02,32.4,26.6,29.5,83.0,77.0,1.6,48.2,2.0,4.2,0.824577093876236
IMG_20250320_153222_jpg.rf.05c717e3cb4c003335804c9066dca8dd.jpg,0,2025-07-20,35.0,26.4,30.7,85.0,75.0,1.0,45.60000000000001,5.0,0.4,0.8832858066652383
IMG_20250320_153222_jpg.rf.05c717e3cb4c003335804c9066dca8dd.jpg,1,2025-04-02,34.4,23.8,29.1,93.0,45.0,0.0,0.0,11.0,7.9,1.248954171210338
IMG_20250320_153648_jpg.rf.38757d13867f324f85065afe9c36d339.jpg,0,2026-03-04,33.0,19.0,26.0,59.0,54.5,0.0,0.0,8.0,9.2,1.453822725870609
IMG_20250320_154042_jpg.rf.2967721c07c8a01bbd60e64571d725ae.jpg,0,2024-01-05,25.5,12.5,19.0,78.0,67.0,0.0,0.0,5.0,2.5,0.6042831640685197
IMG_20250320_154208_jpg.rf.0aa927c5039862413524c4490da8e6d3.jpg,0,2024-06-02,35.5,27.8,31.65,75.0,61.0,8.2,42.599999999999994,0.0,0.0,1.491692377939332
IMG_20250320_154437_jpg.rf.68caf3c603aa5c7e6a3ad7a13910c70e.jpg,0,2024-06-23,36.5,27.8,32.15,72.0,53.0,0.0,4.399999999999999,2.0,9.3,1.7982101929361
IMG_20250320_154607_jpg.rf.6e3eb3df84d4683a8da046169fc8fe39.jpg,0,2024-07-03,32.0,25.0,28.5,92.0,75.0,4.2,18.799999999999997,0.0,0.0,0.6420776226455608
IMG_20250320_154607_jpg.rf.6e3eb3df84d4683a8da046169fc8fe39.jpg,1,2026-04-09,30.0,20.4,25.2,72.0,49.0,13.0,73.80000000000001,0.0,8.0,1.266256335951697
IMG_20250320_154607_jpg.rf.6e3eb3df84d4683a8da046169fc8fe39.jpg,2,2025-12-14,26.5,14.5,20.5,79.0,49.5,0.0,0.0,45.0,7.0,0.8621617577646962
IMG_20250320_154750_jpg.rf.96df03f4296d5303b3237bce593a96f4.jpg,0,2026-01-24,29.0,12.0,20.5,78.0,54.0,0.0,0.0,86.0,7.8,0.8199580353566339
IMG_20250320_155115_jpg.rf.9c5083cbd94e916e6a9c28891c82d04a.jpg,0,2026-08-04,32.0,28.0,30.0,88.0,73.5,45.5,96.30000000000004,0.0,7.6,0.8167900238111101
IMG_20250320_155736_jpg.rf.a70bc3cd531d3016785bec90c5599fb6.jpg,0,2025-02-23,29.5,15.8,22.65,70.0,55.0,0.0,0.0,63.0,5.6,1.0314412674160875
IMG_20250320_155736_jpg.rf.a70bc3cd531d3016785bec90c5599fb6.jpg,1,2025-05-03,35.0,23.4,29.2,74.0,61.0,0.0,54.8,1.0,7.25,1.3169676413559415
IMG_20250321_115433_jpg.rf.44cf88824f9100bdaadcad95dfd5bfce.jpg,0,2024-07-17,33.8,26.6,30.2,83.0,81.0,2.8,34.199999999999996,0.0,5.5,0.7725569476470732
IMG_20250321_115743_jpg.rf.fc7f2a35deb2201b79f72ef4c859bf97.jpg,0,2025-08-25,31.8,24.8,28.3,88.0,73.5,2.8,101.4,0.0,1.4,0.7404438141847955
IMG_20250321_121509_jpg.rf.2ed3e6fbd77867335075cde389f516f5.jpg,0,2024-07-23,32.0,26.6,29.3,88.0,84.0,0.2,36.0,1.0,1.1,0.5705908888065377
IMG_20250321_121520_jpg.rf.6e82e5d814481f8386ac902f629db61c.jpg,0,2024-06-14,42.6,27.6,35.1,70.0,62.0,0.0,4.2,3.0,7.0,1.9223031342620416
IMG_20250321_121520_jpg.rf.6e82e5d814481f8386ac902f629db61c.jpg,1,2024-03-05,31.0,21.5,26.25,83.0,66.0,0.0,1.4,18.0,5.3,0.8699166143088363
IMG_20250321_122940_jpg.rf.19d1e482b84e1a6ce554eab2d768f175.jpg,0,2025-02-12,29.8,20.5,25.15,95.0,48.0,0.0,0.0,52.0,7.4,0.9109146262782568
IMG_2490_JPG_jpg.rf.b9188df57a13880ada88775d3307d215.jpg,0,2026-06-25,36.4,27.5,31.95,73.5,65.0,0.0,137.00000000000003,3.0,1.6,1.457967430452966
IMG_2519_JPG_jpg.rf.b4b404aee0d9c695603fc9f07929f28a.jpg,0,2024-11-21,27.5,18.5,23.0,73.0,46.0,0.0,0.0,24.0,1.8,1.137822237070813
IMG_2537_JPG_jpg.rf.dfb129f2350e574db5fbd3942c3a5fec.jpg,0,2026-08-13,32.0,25.5,28.75,88.0,73.5,73.4,96.30000000000004,0.0,0.0,0.7600224690805402
IMG_2674_JPG_jpg.rf.37ff83c55e721d9401c078a57ed79936.jpg,0,2024-10-28,32.5,24.2,28.35,95.0,66.0,20.2,192.8,0.0,5.8,0.7522414361916206
IMG_2730_JPG_jpg.rf.7456438e17e6defb6069ffda1a67c5a4.jpg,0,2026-08-06,31.5,24.5,28.0,88.0,73.5,26.6,87.50000000000003,0.0,0.0,0.7276365950690882
IMG_2730_JPG_jpg.rf.7456438e17e6defb6069ffda1a67c5a4.jpg,1,2025-12-09,26.6,13.5,20.05,71.0,49.5,0.0,0.0,40.0,5.6,0.9323475325015397
IMG_29_jpeg.rf.46ea9fbd8c9fa0abf432e1357a86fc67.jpg,0,2025-12-25,22.2,12.0,17.1,84.0,49.5,0.0,0.0,56.0,0.0,0.6483893849668813
IMG_29_jpeg.rf.46ea9fbd8c9fa0abf432e1357a86fc67.jpg,1,2026-05-09,33.8,21.8,27.799999999999997,76.0,61.0,2.2,39.60000000000002,4.0,7.4,1.1768825063385193
