image,whole_image_class,whole_sim,num_crops,crop_summary
IMG_29_jpeg.rf.46ea9fbd8c9fa0abf432e1357a86fc67.jpg,Leaf-Hopper,0.4282,3,id0->Leaf-Hopper(0.444); id0->Leaf-Hopper(0.511); id0->Leaf-Hopper(0.412)
IMG_38_jpeg.rf.ed3faee6feffc08d8a5bc1b61f13bcab.jpg,Looper Caterpillar,0.439,3,id3->Leaf Rust(0.330); id3->Leaf-Hopper(0.492); id3->Leaf-Hopper(0.526)
IMG_47_jpeg.rf.6fff36a34b2d2f6ef892d2e893a2cddb.jpg,Looper Caterpillar,0.5063,4,id0->Looper Caterpillar(0.512); id0->Looper Caterpillar(0.506); id0->Looper Caterpillar(0.476); id0->Leaf-Hopper(0.493)
IMG_55_jpeg.rf.c73d5da42704ae3391ac989697e55d46.jpg,Looper Caterpillar,0.4841,2,id0->Leaf-blight(0.512); id0->Leaf-Hopper(0.533)
IMG_67_jpeg.rf.df81543721e742bed1051bfa33c734fa.jpg,Looper Caterpillar,0.5196,5,id3->Leaf-Hopper(0.594); id3->Leaf-Hopper(0.534); id3->Leaf-Hopper(0.544); id3->Looper Caterpillar(0.484); id3->Looper Caterpillar(0.525)
IMG_69_jpeg.rf.9e97bdd846eae2f19db0473cd687be67.jpg,Leaf-Hopper,0.4448,1,id1->Leaf-Hopper(0.578)
IMG_74_jpeg.rf.924cbde3d618b57328082643f527024f.jpg,Leaf-Hopper,0.45,2,id3->Looper Caterpillar(0.618); id0->Leaf-Hopper(0.531)
IMG_8502_jpg.rf.45eea8c4f4960c6f98d1aeae8f0fe614.jpg,Leaf-Hopper,0.513,3,id0->Leaf-Hopper(0.511); id0->Leaf-Hopper(0.562); id0->Looper Caterpillar(0.461)
IMG_8503_jpg.rf.6756df9c7f697eb936f8de9d3defea98.jpg,Leaf-Hopper,0.4557,5,id0->Leaf-Hopper(0.506); id0->Leaf-Hopper(0.519); id0->Leaf-Hopper(0.431); id0->Leaf-Hopper(0.461); id0->Looper Caterpillar(0.385)
IMG_8514_jpg.rf.190df00e687c09acbed2025bc3d84145.jpg,Leaf-Hopper,0.4413,3,id0->Leaf-Hopper(0.535); id0->Leaf-Hopper(0.526); id0->Leaf-Hopper(0.477)
IMG_8515_jpg.rf.b20800d14067a84708287ac17cde35ac.jpg,Looper Caterpillar,0.4371,1,id3->Looper Caterpillar(0.573)
IMG_8564_jpg.rf.063125e5d9d941b5e0392045941e1211.jpg,Leaf-Hopper,0.5051,4,id0->Leaf-Hopper(0.544); id0->Leaf-Hopper(0.552); id0->Leaf-Hopper(0.528); id0->Leaf-Hopper(0.566)
IMG_8576_jpg.rf.7b572e7a64b86eb0472a74e1c0febd7a.jpg,Looper Caterpillar,0.5311,1,id3->Looper Caterpillar(0.583)
IMG_8583_jpg.rf.cffb70a410b8859a0259d9a32a415202.jpg,Leaf-Hopper,0.4888,1,id3->Leaf Rust(0.578)
IMG_8588_jpg.rf.c04fdf08dfad07060499d28be429e723.jpg,Leaf-Hopper,0.4566,1,id0->Leaf-Hopper(0.496)
IMG_8593_JPG.rf.afa667fbfb4e499b06cfe87f4eaedca6.jpg,Leaf-Hopper,0.4592,1,id1->Leaf-Hopper(0.480)
IMG_8639_jpg.rf.ea0c60fce66984770704e03d70813c05.jpg,Leaf-Hopper,0.3961,2,id0->Leaf-Hopper(0.520); id3->Leaf-Hopper(0.467)
IMG_8661_jpg.rf.2472717465dc55cb67db15dbad3d0e19.jpg,Leaf-Hopper,0.4508,4,id3->Leaf-Hopper(0.437); id3->Leaf-Hopper(0.432); id3->Leaf-Hopper(0.494); id3->Leaf-Hopper(0.432)
IMG_8708_jpg.rf.283b21295e904bbbc6f1f8cc501a0069.jpg,Leaf-Hopper,0.5482,2,id3->Leaf-Hopper(0.604); id3->Leaf-Hopper(0.551)
IMG_8710_jpg.rf.3d4f88b21bda296f2ca3ea998595ba64.jpg,Leaf-Hopper,0.6049,2,id3->Leaf-Hopper(0.561); id3->Leaf-Hopper(0.547)
IMG_8727_jpg.rf.b3db0b2f09d66a0a3bb0188240c45ba4.jpg,Leaf-Hopper,0.5148,2,id3->Leaf-Hopper(0.516); id3->Leaf-Hopper(0.540)
IMG_8736_jpg.rf.ead6320dcd533bf706df1cfac52f0431.jpg,Leaf-Hopper,0.5392,2,id3->Leaf-Hopper(0.573); id3->Leaf-Hopper(0.602)
IMG_8747_jpg.rf.5d18c1b7c9e233c29172f8e0ec0e97ac.jpg,Leaf-Hopper,0.4798,1,id3->Leaf-Hopper(0.595)
IMG_8749_jpg.rf.97f86b8c22d18ccc78efc470a2903e9a.jpg,Leaf-Hopper,0.4778,1,id1->Leaf-Hopper(0.580)
IMG_8757_jpg.rf.1be50dd0dc657048f87576e5e30f376f.jpg,Leaf-blight,0.4719,1,id0->Leaf-Hopper(0.514)
IMG_8781_jpg.rf.1d0eafe77c1ec412775c370b0c955d25.jpg,Leaf-Hopper,0.5328,1,id3->Leaf-Hopper(0.573)
IMG_8786_JPG.rf.de160ef6a891b95d149514303c0d991e.jpg,Leaf-Hopper,0.5587,1,id4->Leaf-Hopper(0.606)
IMG_8788_jpg.rf.07ee5660301d4b40841130540eb2d165.jpg,Leaf-Hopper,0.441,4,id2->Leaf-Hopper(0.440); id2->Leaf-Hopper(0.439); id2->Leaf-Hopper(0.399); id2->Leaf-Hopper(0.449)
IMG_8790_jpg.rf.7a9facf4131ae451456b67112970fa74.jpg,Leaf-Hopper,0.5203,1,id3->Leaf-Hopper(0.594)
IMG_8803_JPG.rf.911c35732240cae7d06da2a38d87d988.jpg,Looper Caterpillar,0.5362,1,id4->Leaf-Hopper(0.538)
IMG_8814_JPG.rf.a6b13a6c68a0024352208e685e986a7c.jpg,Leaf Rust,0.5705,1,id4->Leaf-blight(0.523)
IMG_8836_JPG.rf.cae1a056495be4d3c709652aab1da696.jpg,Leaf-Hopper,0.4845,2,id4->Leaf-Hopper(0.576); id4->Leaf-Hopper(0.552)
IMG_8848_jpg.rf.ef564c81fcf5258d80aca5ec4b21c1c0.jpg,Looper Caterpillar,0.5574,1,id3->Looper Caterpillar(0.589)
IMG_8862_jpg.rf.f1c88aa4e427633cbad6349d4a25a784.jpg,Leaf-Hopper,0.56,1,id3->Leaf-Hopper(0.568)
IMG_8868_JPG.rf.ba01587b6e0f554d3bc6ca21e9860d8b.jpg,Leaf-Hopper,0.5251,1,id4->Leaf-Hopper(0.493)
IMG_8873_jpg.rf.96e3472eaa2605f30b31d55e999bb5f4.jpg,Looper Caterpillar,0.5501,2,id3->Leaf-Hopper(0.570); id3->Leaf-Hopper(0.586)
IMG_8879_JPG.rf.ae6bafc01749845500da1b5750ebbd14.jpg,Leaf-Hopper,0.5351,1,id4->Leaf Rust(0.503)
IMG_8886_JPG.rf.cd486a2d74b99ef5b7d640cb50833743.jpg,Leaf-Hopper,0.549,1,id4->Leaf-Hopper(0.586)
IMG_8901_JPG.rf.0a29fdd07dc2681c6fca99599136faab.jpg,Leaf-Hopper,0.5194,1,id4->Leaf-Hopper(0.555)
IMG_8910_jpg.rf.02d539881f823f2f5a44b5713caf2251.jpg,Looper Caterpillar,0.5578,1,id0->Leaf-Hopper(0.531)
IMG_8917_jpg.rf.b6ba69ccacc50349998d50a145933d8c.jpg,Leaf-Hopper,0.4662,1,id1->Leaf-Hopper(0.546)
IMG_8948_JPG.rf.15376fa040c78e39d9bd7da41712e1f2.jpg,Leaf-Hopper,0.548,1,id4->Leaf-Hopper(0.472)
